IATA_code,name,city_name,country_code
MKR,Meekatharra,Meekatharra,AU
MKY,Mackay,Mackay,AU
MIM,Merimbula,Merimbula,AU
MIH,Mitchell Plateau,Mitchell Plateau,AU
MJK,Shark Bay,Monkey Mia,AU
MHU,Mount Hotham,Mount Hotham,AU
MCY,Sunshine Coast,Sunshine Coast,AU
AVV,Avalon,Melbourne,AU
MBW,Moorabbin,Melbourne,AU
MEB,Essendon,Melbourne,AU
MEL,Melbourne,Melbourne,AU
MFL,Mount Full Stop,Wando Vale,AU
MGB,Mount Gambier,Mount Gambier,AU
MGT,Milingimbi,Milingimbi Island,AU
PPI,PPI,,AU
PPP,Whitsunday Coast,Proserpine,AU
PMK,PMK,,AU
PLO,Port Lincoln,Port Lincoln,AU
PKE,Parkes,Parkes,AU
PKT,PKT,,AU
PHE,Port Hedland Intl,Port Hedland,AU
PBO,Paraburdoo,Paraburdoo,AU
OYN,Ouyen,Ouyen,AU
PDE,Pandie Pandie,Pandie Pandie,AU
PER,Perth,Perth,AU
PEY,PEY,,AU
PDN,Parndana,Parndana,AU
PQQ,Port Macquarie,Port Macquarie,AU
PUG,Port Augusta,Port Augusta,AU
PTJ,Portland,Portland,AU
RAM,Ramingining,Ramingining,AU
RBC,Robinvale,Robinvale,AU
RBS,RBS,,AU
RBU,Roebourne,Roebourne,AU
RCM,Richmond,Richmond,AU
RCN,RCN,,AU
RSB,RSB,,AU
RTS,RTS,,AU
RTY,Merty Merty,Merty Merty,AU
RPM,Ngukurr,Ngukurr,AU
RPV,Roper Valley,Roper Valley,AU
RRE,Marree,Marree,AU
RRV,Robinson River,Robinson River,AU
RKY,Rokeby,Rokeby,AU
ROK,Rockhampton,Rockhampton,AU
OKB,Orchid Beach,Fraser Island,AU
ODD,Oodnadatta,Oodnadatta,AU
ODL,Cordillo Downs,Cordillo Downs,AU
OLP,Olympic Dam,Olympic Dam,AU
OKY,Oakey,Oakey,AU
ONG,Mornington,Mornington Island,AU
ONR,Monkira,Monkira,AU
OOL,Gold Coast,Gold Coast,AU
OOM,Snowy Mountains,Cooma,AU
OOR,Mooraberree,Mooraberree,AU
ORR,ORR,,AU
ORS,Waterport Spb,Orpheus Island,AU
NRA,Narrandera,Narrandera,AU
NRG,Narrogin,Narrogin,AU
NRY,Newry,Newry,AU
NSO,Scone,Scone,AU
NSV,Noosaville,Noosaville,AU
NTN,Normanton,Normanton,AU
NTL,Newcastle,Newcastle,AU
NUB,Numbulwar,Numbulwar,AU
NYN,Nyngan,Nyngan,AU
NUR,NUR,,AU
NPP,Napperby,Napperby,AU
NOA,NOA,,AU
NKB,Noonkanbah,Noonkanbah,AU
NLL,Nullagine,Nullagine,AU
NDS,Sandstone,Sandstone,AU
NBH,Nambucca Heads,Nambucca Heads,AU
NAA,Narrabri,Narrabri,AU
NAC,NAC,,AU
MVH,Macksville,Macksville,AU
MVK,Mulka,Mulka,AU
MWB,Morawa,Morawa,AU
MWT,Moolawatana,Moolawatana,AU
MXU,Mullewa,Mullewa,AU
MYA,Moruya,Moruya,AU
MYI,Murray Island,Murray Island,AU
MQL,Mildura,Mildura,AU
MQZ,Margaret River,Margaret River,AU
MRG,MRG,,AU
MRL,Miners Lake,Miners Lake,AU
MRZ,Moree,Moree,AU
MSF,Mount Swan,Mount Swan,AU
MUP,Mulga Park,Mulga Park,AU
MUQ,Muccan Station,Muccan Station,AU
MMG,Mount Magnet,Mount Magnet,AU
MMM,Middlemount,Middlemount,AU
MNE,MNE,,AU
MNG,Maningrida,Maningrida,AU
MNW,Macdonald Downs,Macdonald Downs,AU
MOV,MOV,,AU
AUA,Queen Beatrix International,Aruba,AW
GBB,Qabala Intl,Gabala,AZ
NAJ,Nakhichevan,Nakhichevan,AZ
GYD,Heydar Aliyev Intl,Baku,AZ
ZXT,Zabrat,Baku,AZ
BAK,Metropolitan Area,Baku,AZ
KVD,Ganja Intl ,Ganja,AZ
LLK,LLK,,AZ
ZTU,ZTU,,AZ
SJJ,Sarajevo Intl,Sarajevo,BA
TZL,Tuzla,Tuzla,BA
OMO,Mostar,Mostar,BA
BNX,Banja Luka Intl,Banja Luka,BA
BGI,Grantley Adams Intl,Bridgetown,BB
BZL,Barisal,Barisal,BD
CXB,Coxs Bazar,Coxs Bazar,BD
CGP,Shah Amanat Intl,Chittagong,BD
CLA,Comilla,Comilla,BD
DAC,Hazrat Shahjalal Intl,Dhaka,BD
IRD,Ishurdi,Ishurdi,BD
JSR,Jessore,Jessore,BD
TKR,Thakurgaon,Thakurgaon,BD
RJH,Shah Makhdum,Rajshahi,BD
SPD,Saidpur,Saidpur,BD
ZYL,Osmani Intl,Sylhet,BD
ZHM,Shamshernagar,Shamshernagar,BD
OBL,OBL,,BE
LGG,Liege,Liege,BE
KJK,KJK,,BE
CRL,Brussels South Charleroi,Brussels,BE
GNE,GNE,,BE
MWW,Mouscron,Mouscron,BE
OST,Ostend-Bruges Intl,Oostende/Brugge,BE
QHA,QHA,,BE
QMO,Mons,Mons,BE
QON,Arlon,Arlon,BE
ZGK,Leuven,Leuven,BE
ZGQ,Tournai,Tournai,BE
ZGV,Wavre,Wavre,BE
ZWE,Antwerp Central Railway Station ,Antwerp,BE
ZWY,ZWY,,BE
ZYR,Brussels Midi Railway Station,Brussels,BE
BRU,Brussels,Brussels,BE
ANR,Antwerp Intl,Antwerp,BE
QNM,Namur Rail Station,Namur Rail Station,BE
BNR,Banfora,Banfora,BF
DGU,Dedougou,Dedougou,BF
DIP,Diapaga,Diapaga,BF
BOY,Borgo,Bobo Dioulasso,BF
FNG,Fada N'Gourma,Fada N'Gourma,BF
PUP,Po,Po,BF
TMQ,Tambao,Tambao,BF
XAR,Aribinda,Aribinda,BF
XKY,XKY,,BF
XLU,Leo,Leo,BF
XPA,Pama,Pama,BF
XSE,Sebba,Sebba,BF
OUA,Ouagadougou Intl,Ouagadougou,BF
OUG,Ouahigouya,Ouahigouya,BF
XZA,Zabre,Zabre,BF
XNU,Nouna,Nouna,BF
XDE,XDE,,BF
XDJ,XDJ,,BF
XBO,Boulsa,Boulsa,BF
XBG,Bogande,Bogande,BF
XKA,Kantchari,Kantchari,BF
XGA,Gaoua,Gaoua,BF
XGG,Gorom Gorom,Gorom Gorom,BF
TEG,Tenkodogo,Tenkodogo,BF
TUQ,Tougan,Tougan,BF
VAR,Varna,Varna,BG
TGV,Targovishte,Targovishte,BG
SZR,SZR,,BG
SOF,Sofia,Sofia,BG
SLS,Silistra,Silistra,BG
PDV,PDV,,BG
ROU,ROU,,BG
JAM,JAM,,BG
HKV,Malevo,Haskovo,BG
GOZ,GOZ,,BG
BOJ,Bourgas,Burgas,BG
BAH,Bahrain Intl,Bahrain,BH
GBQ,GBQ,,BH
WGF,Manama,Manama,BH
BJM,Bujumbura Intl,Bujumbura,BI
GID,Gitega,Gitega,BI
KRE,Kirundo,Kirundo,BI
KDC,KDC,,BJ
PKO,Parakou,Parakou,BJ
NAE,NAE,,BJ
DJA,Djougou,Djougou,BJ
COO,Cotonou,Cotonou,BJ
SVF,SVF,,BJ
BDA,L.F. Wade Intl,Bermuda,BM
NWU,Nas,Bermuda Hamilton,BM
BWN,Brunei Intl,Bandar Seri Begawan,BN
APB,APB,,BO
BJO,BJO,,BO
BVK,Huacaraje,Huacaraje,BO
MGD,MGD,,BO
MQK,San Matias,San Matias,BO
SJB,San Joaquin,San Joaquin,BO
SRE,Juana Azurduy de Padilla Intl,Sucre,BO
TDD,Trinidad,Trinidad,BO
VVI,"Viru Viru, Santa Cruz",Santa Cruz,BO
CIJ,Captain Anibal Arab,Cobija,BO
GYA,GYA,,BO
BVL,Baures,Baures,BO
CBB,Jorge Wilstermann International,Cochabamba,BO
BYC,Yacuiba,Yacuiba,BO
CEP,Concepcion,Concepcion,BO
POI,POI,,BO
RIB,Gen Buech,Riberalta,BO
RBO,Robore,Robore,BO
RBQ,RBQ,,BO
PSZ,Puerto Suarez,Puerto Suarez,BO
LPB,El Alto Intl,La Paz,BO
MHW,Monteagudo,Monteagudo,BO
SNG,SNG,,BO
SNM,San Ignacio De M,San Ignacio De M,BO
SJS,SJS,,BO
SJV,San Javier,San Javier,BO
SBL,Yacuma,Santa Ana,BO
TJA,Tarija,Tarija,BO
SRZ,"El Trompillo, Santa Cruz",Santa Cruz,BO
SRJ,SRJ,,BO
SRB,SRB,,BO
SRD,San Ramon,San Ramon,BO
VAH,Vallegrande,Vallegrande,BO
VLM,Villamontes,Villamontes,BO
EUX,F. D. Roosevelt,St Eustatius,BQ
ATM,ATM,,BR
AUB,Itauba,Munich,BR
BAU,Bauru,Bauru,BR
BEL,Val De Cans Intl,Belem,BR
BFH,BFH,,BR
BSS,Balsas,Balsas,BR
BZC,BZC,,BR
CCI,Concordia,Concordia,BR
CCQ,Cachoeira,Cachoeira,BR
CDI,CDI,,BR
CMT,CMT,,BR
CPQ,Campo dos Amarais,Campinas,BR
CSW,Colorado Do Oeste,Colorado Do Oeste,BR
CTQ,Do Palmar,Santa Vitoria,BR
ESI,ESI,,BR
FRC,Franca,Franca,BR
GCV,Gravatai,Gravatai,BR
GDP,Guadalupe,Guadalupe,BR
ILB,Ilha Solteira,Ilha Solteira,BR
JTI,Jatai,Jatai,BR
LBR,LBR,,BR
LIP,Lins,Lins,BR
MTE,Monte Alegre,Monte Alegre,BR
MTG,Mato Grosso,Mato Grosso,BR
NAT,Natal,Natal,BR
NBV,NBV,,BR
PCS,Picos,Picos,BR
PDF,PDF,,BR
PGG,Progresso,Progresso,BR
PHI,PHI,,BR
PIG,Pitinga,Pitinga,BR
PLL,PLL,,BR
QBD,Barra Do Pirai,Barra Do Pirai,BR
QBK,Betim,Betim,BR
QCC,Camacari,Camacari,BR
QCV,Guarulhos,Guarulhos,BR
QCX,Sao Caetano Do Sul,Sao Caetano Do Sul,BR
QDV,Jundiai,Jundiai,BR
QGA,Guaira,Guaira,BR
QGB,Limeira,Limeira,BR
QGS,Alagoinhas,Alagoinhas,BR
QHB,Piracicaba,Piracicaba,BR
QHE,Sao Bento Do Sul,Sao Bento Do Sul,BR
QHN,Taguatinga,Taguatinga,BR
QHP,Taubate,Taubate,BR
QHV,Novo Hamburgo,Novo Hamburgo,BR
QJA,Jaragua Do Sul,Jaragua Do Sul,BR
QJM,Brusque,Brusque,BR
QMI,Mogi Das Cruzes,Mogi Das Cruzes,BR
QNR,Santa Cruz Rio Pardo,Santa Cruz Rio Pardo,BR
QRP,Gramado,Gramado,BR
QTA,Atibaia,Atibaia,BR
QTU,Itu,Itu,BR
QVH,Vila Velha,Vila Velha,BR
QWJ,Americana,Americana,BR
RIG,Rio Grande,Rio Grande,BR
RRN,Serra Norte,Serra Norte,BR
RSG,Serra Pelada,Serra Pelada,BR
RWS,Sumare,Sumare,BR
SEI,Senhor Do Bonfim,Senhor Do Bonfim,BR
SJL,Sao Gabriel,Sao Gabriel,BR
SSZ,SSZ,,BR
STZ,Confresa,Santa Terezinha,BR
TMT,Trombetas,Trombetas,BR
TSQ,TSQ,,BR
TUZ,Tucuma,Tucuma,BR
UBT,UBT,,BR
UNA,Una,Ilha Comandatuba/Una,BR
VAL,Valenca,Valenca,BR
VLP,Vila Rica,Vila Rica,BR
ZBW,Atibaia,Atibaia,BR
CFB,Cabo Frio Intl,Cabo Frio,BR
CFC,Carlos Alberto da Costa Neves,Cacador,BR
CFO,Confreza,Confreza,BR
CDJ,Conceicao Do Arag,Conceicao Do Arag,BR
CBW,Campo Mourao,Campo Mourao,BR
CCM,Criciuma,Criciuma,BR
CCX,Caceres,Caceres,BR
BYO,Bonito,Bonito,BR
BVB,Boa Vista Intl,Boa Vista,BR
BVS,Breves,Breves,BR
BVH,Vilhena,Vilhena,BR
CAU,Caruaru,Caruaru,BR
CAW,CAW,,BR
CAC,Cascavel,Cascavel,BR
CAF,CAF,,BR
BVM,Belmonte,Belmonte,BR
BSB,Brasilia Intl,Brasilia,BR
BNU,Blumenau,Blumenau,BR
BRA,BRA,,BR
BRB,BRB,,BR
BQQ,BQQ,,BR
BPS,Porto Seguro,Porto Seguro,BR
BPG,Barra Do Garcas,Barra Do Garcas,BR
BJP,Braganca Paulista,Braganca Paulista,BR
BMS,Brumado,Brumado,BR
BGV,Bento Goncalves,Bento Goncalves,BR
BHZ,"Belo Horizonte, All",Belo Horizonte,BR
CNF,Tancredo Neves Intl,Belo Horizonte,BR
PLU,Belo Horizonte/Pampulha – Carlos Drummond de Andrade,Belo Horizonte,BR
BGX,Bage,Bage,BR
BAT,BAT,,BR
AZL,Fazenda Tucunare,Sapezal,BR
AXE,Xanxere,Xanxere,BR
AUX,Araguaina,Araguaina,BR
BDC,Barra Do Corda,Barra Do Corda,BR
BCR,BCR,,BR
BAZ,BAZ,,BR
AMJ,Almenara,Almenara,BR
ALT,Alenquer,Alenquer,BR
ALQ,ALQ,,BR
ARU,Aracatuba,Aracatuba,BR
ARS,Aragarcas,Aragarcas,BR
AQM,Ariquemes,Ariquemes,BR
AQA,Araraquara,Araraquara,BR
APU,APU,,BR
APX,Arapongas,Arapongas,BR
APY,Alto Parnaiba,Alto Parnaiba,BR
APQ,Arapiraca,Arapiraca,BR
APS,Anapolis,Anapolis,BR
AAG,AAG,,BR
AAI,Arraias Airport,,BR
AAX,Araxa,Araxa,BR
AFL,Alta Floresta,Alta Floresta,BR
AIF,Assis,Assis,BR
AIR,Aripuana,Aripuana,BR
AJU,Aracaju,Aracaju,BR
GYN,Santa Genoveva,Goiania,BR
GVR,Coronel Altino Machado de Oliveira,Governador Valadares,BR
GUJ,GUJ,,BR
GUZ,Guarapari,Guarapari,BR
GRP,Gurupi,Gurupi,BR
GPB,Tancredo,Guarapuava,BR
GNM,Guanambi,Guanambi,BR
GMS,GMS,,BR
GJM,Guajara Mirim,Guajara Mirim,BR
HRZ,Horizontina,Horizontina,BR
GEL,SepÃ© TiarajuÂ ,Santo Angelo,BR
FOR,Pinto Martins Intl,Fortaleza,BR
FLB,FLB,,BR
FLN,Florianopolis,Florianopolis,BR
FBE,FBE,,BR
FBA,Fonte Boa,Fonte Boa,BR
FEC,Feira De Santana,Feira De Santana,BR
FEJ,Feijo,Feijo,BR
FEN,Fernando De Noronha,Fernando De Noronha,BR
ERM,ERM,,BR
ERN,ERN,,BR
CIZ,Coari,Coari,BR
CKO,Cornelio Procopio,Cornelio Procopio,BR
CKS,Carajas,Carajas,BR
CGB,Marechal Rondon Intl,Cuiaba,BR
CGR,Campo Grande Intl,Campo Grande,BR
CNV,CNV,,BR
CMP,Santana Do Aragua,Santana Do Aragua,BR
CLV,CLV,,BR
CMC,Camocim,Camocim,BR
CMG,Corumba Intl,Corumba,BR
CXJ,Hugo Cantergiani Regional,Caxias Do Sul,BR
CZB,Carlos Ruhl,Cruz Alta,BR
CZS,Campo Intl,Cruzeiro Do Sul,BR
CTP,Carutapera,Carutapera,BR
CWB,Afonso Pena Intl,Curitiba,BR
CSS,Cassilandia,Cassilandia,BR
CSU,CSU,,BR
CQS,CQS,,BR
CPU,Cururupu,Cururupu,BR
CPV,CPV,,BR
CQA,CQA,,BR
CRQ,CRQ,,BR
DIQ,Divinopolis,Divinopolis,BR
DMT,DMT,,BR
DOU,Francisco de Matos Pereira,Dourados,BR
DNO,Dianopolis,Dianopolis,BR
DTI,Diamantina,Diamantina,BR
VIX,Vitoria,Vitoria,BR
VIA,VIA,,BR
VDC,Vitoria Da Conquista,Vitoria Da Conquista,BR
VAG,Varginha,Varginha,BR
URB,Urubupunga,Urubupunga,BR
URG,Rubem Berta,Uruguaiana,BR
TUR,Tucurui,Tucurui,BR
UBA,Uberaba,Uberaba,BR
TXF,Teixeira Freitas,Teixeira Freitas,BR
UDI,Uberlandia,Uberlandia,BR
UMU,UMU,,BR
TLZ,Catalao,Catalao,BR
TJL,Tres Lagoas,Tres Lagoas,BR
TOW,Toledo,Toledo,BR
TRQ,Tarauaca,Tarauaca,BR
SQY,Sao Lourenco Do Sul,Sao Lourenco Do Sul,BR
SRA,Santo Rosaa,Santo Rosaa,BR
SQM,Sao Miguel Araguaia,Sao Miguel Araguaia,BR
SSA,Salvador,Salvador,BR
SSO,SSO,,BR
STM,Santarem-Maestro Wilson Fonseca,Santarem,BR
SWM,Suia Missu,Suia Missu,BR
SXX,Sao Felix Do Xing,Sao Felix Do Xing,BR
SXO,SXO,,BR
THE,Teresina,Teresina,BR
TGQ,Tangara Da Serra,Tangara Da Serra,BR
TFF,Tefe,Tefe,BR
TFL,TFL,,BR
TEC,Telemaco Borba,Telemaco Borba,BR
TBT,Tabatinga,Tabatinga,BR
SBJ,Sao Mateus,Sao Mateus,BR
CGH,Sao Paulo/Congonhas,Sao Paulo,BR
GRU,Sao Paulo-Guarulhos Intl,Sao Paulo,BR
VCP,Campinas/Viracopos,Sao Paulo,BR
RVD,RVD,,BR
SFV,Santa Fe Do Sul,Santa Fe Do Sul,BR
SFK,Soure,Soure,BR
SJK,Sao Jose Dos Campos,Sao Jose dos Campos,BR
SJP,Sao Jose do Rio Preto,Sao Jose Do Rio Preto,BR
SOD,Sorocaba,Sorocaba,BR
SLZ,Marechal Cunha Machado Intl,Sao Luis,BR
XIG,Xinguera,Xinguera,BR
XAP,Chapeco,Chapeco,BR
ZMD,Sena Madureira,Sena Madureira,BR
MII,Marilia,Marilia,BR
MGF,Regional De Maringa,Maringa,BR
MEA,Macae,Macae,BR
MEU,Monte Dourado,Monte Dourado,BR
MCZ,Zumbi dos Palmares Intl,Maceio,BR
LVR,LVR,,BR
LVB,Livramento,Livramento,BR
MAB,Maraba,Maraba,BR
MAO,Eduardo Gomes Intl,Manaus,BR
MBK,Matupa,Matupa,BR
MCP,Macapa Intl,Macapa,BR
MBZ,Maues,Maues,BR
LEP,Leopoldina,Leopoldina,BR
LEC,Coronel Horacio de Mattos,Lencois,BR
LDB,Londrina,Londrina,BR
LCB,Pontes E Lacerda,Pontes E Lacerda,BR
LAJ,LAJ,,BR
LAZ,LAZ,,BR
JRN,Juruena,Juruena,BR
JTC,Bauru-Arealva,Bauru,BR
JPA,Presidente Castro Pinto Intl,Joao Pessoa,BR
JPR,Ji-Parana,Ji-Parana,BR
JOI,Joinville-Lauro Carneiro de Loyola,Joinville,BR
JCM,JCM,,BR
JCR,Jacareacanga,Jacareacanga,BR
JCB,JCB,,BR
IZA,Zona da Mata Regional,Juif De Fora,BR
JDF,Francisco De Assis,Juif De Fora,BR
JDO,Regional Do Cariri,Juazeiro Do Norte,BR
JDR,Sao Joao Del Rei,Sao Joao Del Rei,BR
JNA,JNA,,BR
JLS,Jales,Jales,BR
JIA,Juina,Juina,BR
JJG,HUMBERTO BORTOLUZZI,JAGUARUNA,BR
ITP,Itaperuna,Itaperuna,BR
ITQ,Itaqui,Itaqui,BR
ITR,Itumbiara,Itumbiara,BR
IPN,IPN,,BR
IPU,Ipiau,Ipiau,BR
ITB,ITB,,BR
ITE,Itubera,Itubera,BR
ITI,Itambacuri,Itambacuri,BR
ITN,Itabuna,Itabuna,BR
HUW,Humaita,Humaita,BR
IDO,IDO,,BR
IOS,Ilhéus Jorge Amado,Ilheus,BR
IPG,Ipiranga,Ipiranga,BR
IMP,Imperatriz,Imperatriz,BR
IGU,Cataratas del Iguazu Intl,Foz do Iguacu,BR
IJU,J Batista Bos Filho,Ijui,BR
PTO,Pato Branco,Pato Branco,BR
PSW,Passos,Passos,BR
PTQ,Porto De Moz,Porto De Moz,BR
PVH,Governador Jorge Teixeira de Oliveira Intl,Porto Velho,BR
PVI,Paranavai,Paranavai,BR
RBR,Pres. Medici Intl,Rio Branco,BR
RAO,Dr. Leite Lopes State,Ribeirao Preto,BR
RBB,Borba,Borba,BR
QSC,QSC,,BR
RIA,RIA,,BR
GIG,Rio de Janeiro Galeao,Rio De Janeiro,BR
SDU,Santos Dumont,Rio De Janeiro,BR
SNZ,Santa Cruz,Rio De Janeiro,BR
REZ,Resende,Resende,BR
RDC,Redencao,Redencao,BR
REC,Recife,Recife,BR
ROO,ROO,,BR
POJ,POJ,,BR
PNZ,Petrolina Intl,Petrolina,BR
POA,Salgado Filho Intl,Porto Alegre,BR
POO,Pocos De Caldas,Pocos De Caldas,BR
PPY,Pouso Alegre,Pouso Alegre,BR
PPB,Presidente Prudente,Presidente Prudente,BR
PMG,PMG,,BR
PNB,Porto Nacional,Porto Nacional,BR
PMW,Palmas,Palmas,BR
PNG,Paranagua,Paranagua,BR
PGZ,PGZ,,BR
PHB,Parnaiba-Prefeito Dr. Joao Silva Filho Intl,Parnaiba,BR
PIN,PIN,,BR
PIV,Pirapora,Pirapora,BR
PDR,Presidente Dutra,Presidente Dutra,BR
PET,Federal,Pelotas,BR
PFB,Passo Fundo,Passo Fundo,BR
PBV,Portos Dos Gauchos,Portos Dos Gauchos,BR
PBX,PBX,,BR
PBQ,Pimenta Bueno,Pimenta Bueno,BR
PAV,PAV,,BR
PBB,PBB,,BR
OUS,Ourinhos,Ourinhos,BR
OTT,Cotriguacu,Cotriguacu,BR
OYK,Oiapoque,Oiapoque,BR
MVS,Mucuri,Mucuri,BR
MVF,MVF,,BR
MNX,Manicore,Manicore,BR
MOC,Montes Claros,Montes Claros,BR
MQH,Minacu,Minacu,BR
OAL,OAL,,BR
OIA,Ourilandia,Ourilandia,BR
OLC,Sao Paulo De Olivenca,Sao Paulo De Olivenca,BR
ORX,Oriximina,Oriximina,BR
OPS,Sinop,Sinop,BR
NOK,Nova Xavantina,Nova Xavantina,BR
NPR,Novo Progresso,Novo Progresso,BR
NNU,NNU,,BR
NVP,Novo Aripuana,Novo Aripuana,BR
NVT,Navegantes,Navegantes,BR
NTM,Miracema Do Norte,Miracema Do Norte,BR
NQL,Niquelandia,Niquelandia,BR
NMC,Norman'S Cay,Norman'S Cay,BS
MYG,Mayaguana,Mayaguana,BS
NAS,Nassau,Nassau,BS
RCY,RCY,,BS
IGA,Inagua,Inagua,BS
MAY,Clarence A. Bain,Mangrove Cay,BS
MHH,Marsh Harbour Intl,Marsh Harbour,BS
ZSA,San Salvador,San Salvador,BS
TYM,TYM,,BS
TZN,South Andros,South Andros,BS
ELH,North Eleuthera Intl,North Eleuthera,BS
DCT,Duncan Town,Duncan Town,BS
CRI,Crooked Island,Crooked Island,BS
CXY,Cat Cays,Cat Cays,BS
FPO,Grand Bahama Intl,Freeport,BS
GHB,Governor's Harbour,Governor's Harbour,BS
GHC,GHC,,BS
ASD,Andros Town Intl,Andros Town,BS
ATC,Arthur's Town,Arthur's Town,BS
BIM,Bimini Intl,Bimini,BS
CCZ,Chub Cay,Chub Cay,BS
AXP,Springpoint,Spring Point,BS
CEL,Cape Eleuthera,Cape Eleuthera,BS
COX,Congo Town,Congo Town,BS
GBI,GBI,,BS
GGT,Exuma Intl,George Town,BS
HBI,Harbour Island,Harbour Island,BS
LGI,Deadmans Cay,Deadmans Cay,BS
NSB,North Seaplane Base,Bimini,BS
PID,PID,,BS
PPO,Powell Point,Powell Point,BS
PWN,Pitts Town,Pitts Town,BS
RSD,South Eleuthera,Rock Sound,BS
SAQ,San Andros,San Andros,BS
SML,Stella Maris,Stella Maris,BS
SWL,SWL,,BS
TBI,The Bight,The Bight,BS
TCB,Treasure Cay,Treasure Cay,BS
WKR,Walker'S Cay,Walker'S Cay,BS
WTD,WTD,,BS
WZY,Seaplane Base,Nassau,BS
PBH,Paro,Paro,BT
BUT,BUT,,BT
GLU,GLU,,BT
YON,Trashigang,Trashigang,BT
TBY,Tshabong,Tshabong,BW
SXN,SXN,,BW
SWX,Shakawe,Shakawe,BW
SVT,Savuti,Savuti,BW
LOQ,Lobatse,Lobatse,BW
PKW,Selebi Phikwe,Selebi Phikwe,BW
MUB,Maun,Maun,BW
ORP,Orapa,Orapa,BW
GNZ,GNZ,,BW
GBE,Sir Seretse Khama Intl,Gaborone,BW
FRW,Francistown,Francistown,BW
BBK,Kasane,Kasane,BW
TLD,Tuli Lodge,Tuli Lodge,BW
MHP,Minsk Intl 1,Minsk,BY
VTB,Vitebsk,Vitebsk,BY
BQT,Brest,Brest,BY
GNA,Hrodna,Grodno,BY
GME,GME,,BY
MSQ,Minsk Intl,Minsk,BY
MVQ,Mogilev,Mogilev,BY
ORZ,ORZ,,BZ
PLJ,Placencia,Placencia,BZ
PND,Punta Gorda,Punta Gorda,BZ
INB,Independence,Independence,BZ
SQS,SQS,,BZ
SPR,San Pedro,San Pedro,BZ
SJX,Sartaneja,Sartaneja,BZ
CYC,Caye Chapel,Caye Chapel,BZ
CZH,Corozal,Corozal,BZ
CUK,Caye Caulker,Caye Caulker,BZ
DGA,Dangriga,Dangriga,BZ
BZE,Philip S.W. Goldson Intl,Belize City,BZ
TZA,Belize City,Belize City,BZ
BCV,BCV,,BZ
BGK,Big Creek,Big Creek,BZ
MDB,Melinda,Melinda,BZ
MZE,Manatee,Manatee,BZ
STU,STU,,BZ
SVK,Silver Creek,Silver Creek,BZ
CXH,Coal Harbour Sea Plane Base,Vancouver,CA
DVK,Diavik,Diavik,CA
GSL,Taltheilei,Taltheilei,CA
IUM,IUM,,CA
JDN,JDN,,CA
JHL,Fort Mackay,Fort Mackay,CA
KES,KES,,CA
KEW,Keewaywin,Keewaywin,CA
KIF,Kingfisher Lake,Kingfisher Lake,CA
KNV,KNV,,CA
KNY,Kinoosao,Kinoosao,CA
NML,Mildred Lake,Mildred Lake,CA
NWP,NWP,,CA
TNS,Tungsten,Tungsten,CA
UZM,Hope Bay,Hope Bay,CA
WPL,Powell Lake,Powell Lake,CA
XAW,Capreol,Capreol,CA
XAX,Dorval Railway Station,Dorval,CA
XAZ,Campbellton,Campbellton,CA
XBE,"Bearskin Lake, Ontario",Bearskin Lake,CA
XBW,XBW,,CA
XCI,Chambord,Chambord,CA
XCL,Cluff Lake,Cluff Lake,CA
XDL,Chandler,Chandler,CA
XDM,Drummondville,Drummondville,CA
XDO,Grande Riviere,Grande Riviere,CA
XDQ,Railway Station,Ontario,CA
XDS,Ottawa Train Station,Ontario,CA
XDU,Hervey,Hervey,CA
XEE,Lac Edouard,Lac Edouard,CA
XEF,Union Railway Station,Winnipeg,CA
XEH,Ladysmith,Ladysmith,CA
XEJ,Langford,Langford,CA
XEK,Rena,Rena,CA
XEL,New Carlisle,New Carlisle,CA
XEM,New Richmond,New Richmond,CA
XEY,Miramichi,Miramichi,CA
XFC,Fredericton Junction,Fredericton Junction,CA
XFD,Stratford,Stratford,CA
XFE,Parent,Parent,CA
XFG,Perce,Perce,CA
XFI,Port Daniel,Port Daniel,CA
XFK,XFK,,CA
XFL,Shawinigan,Shawinigan,CA
XFM,Shawnigan,Shawnigan,CA
XFO,Taschereau,Taschereau,CA
XFQ,Weymont,Weymont,CA
XFS,Alexandria,Alexandria,CA
XFV,Brantford,Brantford,CA
XGJ,Cobourg,Cobourg,CA
XGK,Coteau,Coteau,CA
XGL,Granville Lake,Granville Lake,CA
XGW,Gananoque,Gananoque,CA
XGY,Grimsby,Grimsby,CA
XHM,Georgetown,Georgetown,CA
XHS,Chemainus,Chemainus,CA
XIA,Guelph,Guelph,CA
XIB,Ingersoll,Ingersoll,CA
XID,Maxville,Maxville,CA
XIF,Napanee,Napanee,CA
XII,Prescott,Prescott,CA
XIM,Saint Hyacinthe,Saint Hyacinthe,CA
XIO,Saint Marys,Saint Marys,CA
XIP,Woodstock,Woodstock,CA
XJL,Joliette,Joliette,CA
XJQ,Jonquiere,Jonquiere,CA
XKO,Kemano,Kemano,CA
XLF,Leaf Bay,Leaf Bay,CA
XLJ,Quebec Railway Station,Quebec,CA
XLM,Saint Lambert,Saint Lambert,CA
XLP,Matapedia,Matapedia,CA
XLV,XLV,,CA
XLY,Aldershot,Aldershot,CA
XLZ,Truro,Truro,CA
XMP,Macmillan Pass,Macmillan Pass,CA
XOK,Oakville,Oakville,CA
